#;Project;Commit ID;Issue Type;Parent Issue;Status;Priority;Subject;Author;Assignee;Category;Target Version;Start Date;Created;Updated;Closed;Due Date;Estimated;% Done;Create Prev Commit; Created Next Commit;Updated Prev Commit;Updated Next Commit;Closed Prev Commit;Closed NExt Commit;Description
44023;ReST tools;null;Bug;;Resolved;Must have;Restore style for inline code samples;Francois Suter;;;;null;Fri Dec 14 17:53:00 EET 2012;Thu Oct 17 19:47:00 EEST 2013;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"<pre>cd /var/www/vhosts/build.docs.typo3.org/releases/current/Packages/Application/RestTools/T3PythonDocBuilderPackage/src/T3PythonDocBuilder,/usr/bin/python t3pdb_sxw2html.py /var/www/vhosts/build.docs.typo3.org/releases/current/Data/Documentation/Source/Ter/a/2/a21glossary-0.4.0/doc/manual.sxw /var/www/vhosts/build.docs.typo3.org/releases/current/Data/Documentation/Build/typo3cms/Extensions/a21glossary/0.4.0</pre>I get this message:<pre>Traceback (most recent call last):  File ''t3pdb_sxw2html.py'', line 503, in <module>    retCode, msg = main.work()  File ''t3pdb_sxw2html.py'', line 300, in work    retCode, msg = convertsxw2html(self.f1path, self.f2path)  File ''t3pdb_sxw2html.py'', line 119, in convertsxw2html    except dc.DocumentConversionException, exception:NameError: global name 'dc' is not defined</pre>Before that, I did as root, although I doubt the error is connected with the sphinx theme.<pre>/var/www/vhosts/build.docs.typo3.org/releases/current/Packages/Application/RestTools/ExtendingSphinxForTYPO3python setup.py install</pre>Here would be the whole bunch of commands:<pre>cd /var/www/vhosts/build.docs.typo3.org/releases/current/Packages/Application/RestTools/T3PythonDocBuilderPackage/src/T3PythonDocBuilder, /usr/bin/python t3pdb_sxw2html.py /var/www/vhosts/build.docs.typo3.org/releases/current/Data/Documentation/Source/Ter/a/2/a21glossary-0.4.0/doc/manual.sxw /var/www/vhosts/build.docs.typo3.org/releases/current/Data/Documentation/Build/typo3cms/Extensions/a21glossary/0.4.0 2>&1 >> /var/www/vhosts/build.docs.typo3.org/releases/current/Data/Logs/sxw2html.logcd /var/www/vhosts/build.docs.typo3.org/releases/current/Data/Documentation/Build/typo3cms/Extensions/a21glossary/0.4.0/t3pdb/Documentation/_make, make clean --quietcd /var/www/vhosts/build.docs.typo3.org/releases/current/Data/Documentation/Build/typo3cms/Extensions/a21glossary/0.4.0/t3pdb/Documentation/_make, make html --quiet 2> /var/www/vhosts/build.docs.typo3.org/releases/current/Data/Documentation/Build/typo3cms/Extensions/a21glossary/0.4.0/t3pdb/Documentation/_make/Warnings.txt</pre>'"
43918;Coding Guidelines;null;Bug;;Resolved;Should have;Clarify on versions for CGL (v4 v6 CMS ...);Stefan Neufeind;Chris topher;;;null;Wed Dec 12 15:00:00 EET 2012;Tue May 07 20:02:00 EEST 2013;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"http://docs.typo3.org/typo3cms/CoreApiReference/ApiOverview/Mail/Index.html#mail-sender''$TYPO3_CONF_VARS['MAIL']['defaultMailFromAddress']'' and ''$TYPO3_CONF_VARS['MAIL']['defaultMailFromName']'' are marked with :code: and thus should appear in monospace font. The markup is correct, only the CSS is missing.'"
43904;TypoScript Reference (TSref);null;Bug;;Resolved;Should have;Update description of renderObj of the cObject CONTENT;Den Denyer;Chris topher;;;null;Wed Dec 12 10:26:00 EET 2012;Thu Dec 20 20:36:00 EET 2012;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;"* Section ''Comments'' below http://docs.typo3.org/typo3cms/CodingGuidelinesReference/PhpFileFormatting/PhpSyntaxFormatting/Index.html was changed so no additional tab is used. However that is for 6.0+ only and there is still one more tab for (for example) LTS.'"
43828;TypoScript Reference (TSref);null;Bug;;Resolved;Should have;Fix typo in example for config.defaultGetVars;Jonas Renggli;Chris topher;;;null;Mon Dec 10 13:41:00 EET 2012;Mon Dec 10 14:35:00 EET 2012;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;"<pre>< [table name]</pre>Appears halfway down. Unsure if rendering error, or some content formatting I don't understand.Also the word ''Default'' appears repeatedly and it's unclear what it's associated with.Reporting it here as I'm unsure where it should go!!'"
43776;wiki.typo3.org;null;Bug;;Resolved;Should have;Evaluate 404 errors/fix wrong redirects;Chris topher;Chris topher;;;null;Sat Dec 08 18:47:00 EET 2012;Sat Feb 02 16:46:00 EET 2013;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;"<pre>config.defaultgetVars {	test.var1.var2.p3 = 15	L = 3}</pre>'"
43775;ReST tools;null;Feature;;Resolved;Should have;Improve navigation;Jigal van Hemert;Martin Bless;;;null;Sat Dec 08 17:50:00 EET 2012;Wed Mar 12 00:18:00 EET 2014;null;null;;0;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"[08/Dec/2012:06:04:15 +0100] ''GET /Wiki/TYPO3_3.8.0_Upgrade HTTP/1.1'' 404 6983 ''-'' ''Mozilla/5.0This URL is wrong. The correct URL would be /TYPO3_3.8.0_UpgradeSo what we need is a rewrite rule, which strips a leading ''/Wiki'' (with uppercase ''W''). Because this is not stripped currently, people sometimes create pages with leading ''/Wiki'' as seen here: http://wiki.typo3.org/wiki/index.php?title=Special:AllPages&from=Webspace&to=XDG. Need to be renamed accordingly.'"
43770;TYPO3.Docs;null;Feature;;New;Should have;Generate a parameterizable JSON view for Documents;Fabien Udriot;;;;null;Sat Dec 08 17:37:00 EET 2012;Sat Dec 08 17:37:00 EET 2012;null;null;;0;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;"Also navigation to the same chapter/page in the documentation for other branches of TYPO3 will be useful (once we them).Examples:http://dev.mysql.com/doc/refman/5.1/en/replace.htmlhttp://nl3.php.net/preg_match'"
43754;Get The Docs;null;Feature;;Resolved;Should have;Clean up files after a grace period of time;Fabien Udriot;;;;null;Sat Dec 08 13:59:00 EET 2012;Thu Dec 13 23:36:00 EET 2012;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;""
43751;wiki.typo3.org;null;Bug;;Resolved;Should have;Logout from wiki is not working;Tymoteusz Motylewski;Chris topher;;;null;Sat Dec 08 00:04:00 EET 2012;Sun Dec 09 16:42:00 EET 2012;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;""
43738;ReST tools;null;Bug;;Resolved;Should have;"Make all paths of external css/js files absolute for theme ""typo3""";Martin Bless;Martin Bless;;;null;Fri Dec 07 22:37:00 EET 2012;Fri Dec 07 23:36:00 EET 2012;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;"1.log in on typo3.org2. go to wiki3. click link ''logout''4. you will be redirected to pagehttp://wiki.typo3.org/Wiki/Special:UserLogoutbut you will not be logged out.'"
43724;ReST tools;null;Bug;;Resolved;Must have;Correct path of TCA Reference;Francois Suter;Francois Suter;;Output tuning and integration;null;Fri Dec 07 16:03:00 EET 2012;Sun Jan 06 18:35:00 EET 2013;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;""
43717;ReST tools;null;Bug;;Resolved;Must have;Make all paths of external css/js files absolute for theme t3org;Martin Bless;Philipp Gampe;;;null;Fri Dec 07 14:44:00 EET 2012;Fri Dec 07 15:35:00 EET 2012;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;""
43713;ReST tools;null;Bug;;Resolved;Must have;Fix bug in ExtendingSphinxForTYPO3;Martin Bless;;;;null;Fri Dec 07 13:28:00 EET 2012;Fri Dec 07 14:35:00 EET 2012;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;""
43704;ReST tools;null;Feature;;Resolved;Should have;"Provide new theme ""typo3""";Martin Bless;Martin Bless;;;null;Fri Dec 07 10:34:00 EET 2012;Fri Dec 07 00:35:00 EET 2012;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;""
43678;Documentation;null;Bug;;Accepted;Could have;doc_tut_editors;Henning Nelihsen;Henning Nelihsen;Manuals;;null;Thu Dec 06 18:15:00 EET 2012;Fri Dec 07 18:36:00 EET 2012;null;null;;0;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;"Let's create a variant of ''t3org'' theme and name it ''typo3'' and deliver this as new rendering default. It would look like typo3.org and like docs.typo3.org but does not have the menu in it.'"
43638;Documentation Rendering;null;Bug;;Rejected;Must have;Currently fails: 010_cronjob_get_new_from_ter;Martin Bless;Martin Bless;;;null;Wed Dec 05 18:13:00 EET 2012;Mon Sep 16 19:38:00 EEST 2013;null;null;;0;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5db38d3814c3c504817fd0bdeb612c84099f9168;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;""
43437;TSconfig;null;Bug;;Resolved;Must have;Missing: admPanel.override.tsdebug.forceTemplateParsing = 1;Martin Bless;Christian Woebbeking;;6.0;null;Thu Nov 29 11:38:00 EET 2012;Fri Dec 21 14:27:00 EET 2012;null;null;0.50;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;""
43248;Core APIs;null;Feature;Task #41919: Integrate changes for TYPO3 4.4 and 4.5;Closed;Should have;Page tree and context-sensitive menu;Francois Suter;Francois Suter;;4.5.0;null;Fri Nov 23 14:24:00 EET 2012;Sun Jan 06 20:26:00 EET 2013;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;"    admPanel.override.tsdebug.forceTemplateParsing = 1This will deactivate caching of external TypoScript files. Instead external TypoScript files are re-read on each page hit while you are logged in into the BE. That way you do not have to clear the configuration cache to put external changes into effect.I don't know if it does more.'"
43246;Core APIs;null;Feature;Task #41919: Integrate changes for TYPO3 4.4 and 4.5;Closed;Should have;New extension configuration option: docPath;Francois Suter;Francois Suter;;4.5.0;null;Fri Nov 23 13:50:00 EET 2012;Sun Jan 06 20:26:00 EET 2013;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;""
43181;TypoScript Reference (TSref);null;Feature;;Closed;Should have;Integrate NULL value handling stdWrap.ifNull and stdWrap.if.isNull;Oliver Hader;Chris topher;;6.0;null;Tue Nov 20 23:23:00 EET 2012;Sun Mar 03 20:51:00 EET 2013;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;""
43054;Extbase Book Translation;null;Bug;;New;Should have;"""Temporary link"" to book rendering is now dead";Den Denyer;;;;null;Sat Nov 17 16:50:00 EET 2012;Sat Nov 17 19:56:00 EET 2012;null;null;;0;66c204f0bf3e83d302e6a5f9e367ebda267a015e;5c45a483818258581a496c37d75e71c959003f43;66c204f0bf3e83d302e6a5f9e367ebda267a015e;5c45a483818258581a496c37d75e71c959003f43;null;null;"1) In stdWrap section; before ifEmpty property; add new property* Property: ifNull* Datatype: string/stdWrap* Description: If the content is null (PHP NULL type); the content is overridden with the value defined here.2) In if section; before isTrue; add new property* Property: isNull* Datatype: stdWrap* Description: If the resulting content of the stdWrap is null (PHP NULL type). Since null values cannot be assigned in TypoScript; only the stdWrap features are available below this property.See #43133.'"
43012;TSconfig;null;Bug;;Resolved;Should have;Missing page tree options;Francois Suter;Christian Woebbeking;;6.0;null;Fri Nov 16 10:32:00 EET 2012;Sun Nov 25 23:13:00 EET 2012;null;null;;100;66c204f0bf3e83d302e6a5f9e367ebda267a015e;5c45a483818258581a496c37d75e71c959003f43;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;"Server times out.'"
43007;wiki.typo3.org;null;Bug;;On Hold;Should have;Login to the dev wiki broken?;Chris topher;;;;null;Thu Nov 15 22:51:00 EET 2012;Mon Dec 12 16:26:00 EET 2016;null;null;;0;66c204f0bf3e83d302e6a5f9e367ebda267a015e;5c45a483818258581a496c37d75e71c959003f43;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"* options.pageTree.showPathAboveMounts** [Boolean] Shows the user db mount path above the mount itself (useful if you work a lot with user db mounts)* options.pageTree.doktypesToShowInNewPageDragArea** [String] Comma-separated list of doktype id's that should be added the new node top panel feature (defaults to ''1,6,4,7,3,254,255,199'')Reference: http://wiki.typo3.org/Pagetree'"
42886;wiki.typo3.org;null;Bug;;Resolved;Should have;Uploading files which are a bit bigger results in server error 500;Chris topher;Chris topher;;;null;Mon Nov 12 16:51:00 EET 2012;Fri Jun 14 18:57:00 EEST 2013;null;null;;100;66c204f0bf3e83d302e6a5f9e367ebda267a015e;5c45a483818258581a496c37d75e71c959003f43;426abe92db51be4758479abf7a502e001867388b;5db38d3814c3c504817fd0bdeb612c84099f9168;null;null;"The reason is Realurl. Realurl can only resolve paths, which have at least been generated once. The paths to the SSO apps are generated here: typo3.org/my-account/sso/However, the dev wiki page is not in the menu, so it is not displayed and so the URL is not generated. Always when someone flushes the complete Realurl cache, the login breaks.The solution is to make the page show up in the menu, open the page and hide it again.'"
42876;wiki.typo3.org;null;Bug;;Resolved;Should have;Fix typo in logo subtitle;Andreas Wolf;Chris topher;;;null;Mon Nov 12 13:24:00 EET 2012;Mon Nov 12 16:29:00 EET 2012;null;null;;100;66c204f0bf3e83d302e6a5f9e367ebda267a015e;5c45a483818258581a496c37d75e71c959003f43;66c204f0bf3e83d302e6a5f9e367ebda267a015e;5c45a483818258581a496c37d75e71c959003f43;null;null;"The logs say: [warn] mod_fcgid: HTTP request length 131287 (so far) exceeds MaxRequestLen (131072)The value 131072 is in bytes, that is 128 kb.Setting this would be fine:<pre><IfModule mod_fcgid.c>         # Raise MaxRequestLen to 1280 kb to allow upload of bigger files         # Default is 131072 bytes = 128 kb.         MaxRequestLen 1310720</IfModule></pre>Should work in one of the configuration files, maybe in /etc/apache2/sites-available/wiki.dev.typo3.org, /etc/apache2/sites-available/wiki.typo3.org or in /etc/apache2/mods-available/fcgid.conf?'"
42866;ReStructured Text Infrastructure;null;Feature;;Closed;Should have;Add Share LaTeX font;Andreas Wolf;Andreas Wolf;;;null;Mon Nov 12 10:03:00 EET 2012;Sat Sep 14 02:44:00 EEST 2013;null;null;;0;66c204f0bf3e83d302e6a5f9e367ebda267a015e;5c45a483818258581a496c37d75e71c959003f43;5db38d3814c3c504817fd0bdeb612c84099f9168;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;""
42851;Core APIs;null;Feature;Task #41919: Integrate changes for TYPO3 4.4 and 4.5;Closed;Should have;Add documentation about TYPO3 Viewport;Francois Suter;Francois Suter;;6.0;null;Sun Nov 11 11:35:00 EET 2012;Fri Jan 11 09:44:00 EET 2013;null;null;;100;66c204f0bf3e83d302e6a5f9e367ebda267a015e;5c45a483818258581a496c37d75e71c959003f43;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;""
42741;TCA Reference;null;Feature;;Closed;Should have;New section $TCA['ctrl]['table']['security'];Oliver Hader;Francois Suter;;6.0.0;null;Tue Nov 06 22:43:00 EET 2012;Mon Apr 29 22:40:00 EEST 2013;null;null;;100;66c204f0bf3e83d302e6a5f9e367ebda267a015e;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"Reference: http://wiki.typo3.org/TYPO3Viewport'"
42679;ReST tools;null;Bug;;Resolved;Should have;Directive ref-targets-list should list ALL targets;Martin Bless;Martin Bless;;;null;Sun Nov 04 21:38:00 EET 2012;Mon Nov 05 22:35:00 EET 2012;null;null;;100;66c204f0bf3e83d302e6a5f9e367ebda267a015e;5c45a483818258581a496c37d75e71c959003f43;66c204f0bf3e83d302e6a5f9e367ebda267a015e;5c45a483818258581a496c37d75e71c959003f43;null;null;"* TCA/<table>/ctrl/security/ignoreWebMountRestriction** Allows users to access records that are not in their defined web-mount and by-passes this restriction..* TCA/<table>/ctrl/security/ignoreRootLevelRestriction** Allows users (non-admins) to access records that are stored on the root-level (page-id 0) and by-passes this restriction.'"
